,deposit_id,deposit_name,latitude,longitude,deposit_model,url
168,169,NA,44.5,-75.02,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=169
169,170,NA,-18.32,125.77,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=170
170,171,NA,-32.09,141.39,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=171
171,172,NA,75.38,-96.95,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=172
172,173,NA,61.58,-124.83,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=173
173,174,NA,33.59,110.79,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=174
174,175,NA,26.6,103.8,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=175
175,176,NA,32.14,118.98,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=176
176,177,NA,46.44,13.6,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=177
177,178,NA,24.98,74.13,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=178
178,179,NA,51.88,10.42,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=179
179,180,NA,25.83,74.73,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=180
180,181,NA,27.17,88.53,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=181
181,182,NA,68.07,-162.8,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=182
182,183,NA,63.41,-154.25,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=183
183,184,NA,49.02,-117.37,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=184
184,185,NA,43.28,-4.41,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=185
185,186,NA,25.1,74.37,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=186
186,187,NA,53.9,6.82,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=187
187,188,NA,51.13,-118.41,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=188
188,189,NA,56.93,-123.72,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=189
189,190,NA,-27.95,16.77,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=190
190,191,NA,51.27,-118.98,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=191
191,192,NA,27.65,75.53,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=192
192,193,NA,46.34,12.4,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=193
193,194,NA,25.35,74.55,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=194
194,195,NA,-11.23,-75.35,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=195
195,196,NA,22.65,-83.98,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=196
